Circuit,time,FPI,WindSustained,GustSustained,Thresholds
TUFA,10/24/2021 14:20,9.074232468,22.66225246,43.55238075,31/46
TAPO,10/24/2021 14:20,0,5.138284596,34.27391975,31/46
BOUQUET,10/24/2021 14:20,0.206054797,14.27466641,35.42502276,31/46
TAIWAN,10/24/2021 14:20,2.74209541,17.8856232,41.7273352,31/46
CASSIDY,10/24/2021 14:20,1.716230661,4.415421736,31.95489138,31/46
HILLCREST,10/24/2021 14:20,4.480993073,15.05343338,33.74233542,31/45
EVERETT,10/24/2021 14:20,4.799509516,27.01147844,47.2484251,31/46
GREAT SALT,10/24/2021 14:20,0.543220741,0.347076785,29.79808839,29/42
RANIER,10/24/2021 14:20,3.718252016,10.59883218,38.18277137,31/45
METTLER,10/24/2021 14:20,4.840197826,9.749435246,33.82910598,23/37
LOCKNER,10/24/2021 14:20,0.882966386,0.379742758,31.59387635,31/45
HONEYCRISP,10/24/2021 14:20,3.560985128,5.236522176,33.64939711,29/42
ANACONDA,10/24/2021 14:20,5.373205927,4.525362561,36.48685277,31/42
CAESAR,10/24/2021 14:20,6.851979683,12.819537,32.63001604,31/45
CHAWA,10/24/2021 14:20,0.077151471,10.67180667,37.74904281,31/46
MODJESKA,10/24/2021 14:20,3.244119664,9.847642518,40.88737803,30/44
ACCENT,10/24/2021 14:20,12.08857197,4.986158343,45.00777896,27/38
VARGAS,10/24/2021 14:20,1.804229937,13.4906919,38.59511615,31/46
SAGINAW,10/24/2021 14:20,0.132523078,11.56499774,33.70964058,24/40
AMBERCREST,10/24/2021 14:20,0.246715491,7.150132759,29.84589069,31/44
RICARDO,10/24/2021 14:20,2.239359822,5.627554337,32.22811835,31/46
TUBA,10/24/2021 14:20,7.944790618,14.29056061,39.65463154,31/46
CUTHBERT,10/24/2021 14:20,4.02220128,9.026886589,39.88565892,31/46
Kuehner,10/24/2021 14:20,2.763751343,11.99274834,37.84206568,31/46
GILLIBRAND,10/24/2021 14:30,9.58467326,5.128340204,30.78792831,31/46
LOPEZ,10/24/2021 14:30,1.197433553,0.089542088,35.15968569,31/46
BLUE CUT,10/24/2021 14:30,3.426121409,0.694819966,26.86513566,31/46
TOWNSHIP,10/24/2021 14:30,3.103796575,4.03184266,31.74740609,31/45
GOWAN,10/24/2021 14:30,6.531584015,8.498820977,36.44647084,31/46
LANGER,10/24/2021 14:30,4.400529461,3.947000133,24.74854563,31/45
Kuehner,10/24/2021 14:30,3.129363068,11.59835476,31.47002477,31/46
ICE HOUSE,10/24/2021 14:30,3.331059523,10.8458791,38.23347125,31/46
ARLENE,10/24/2021 14:30,0.030519411,5.338296757,32.9015082,31/46
ESTABAN,10/24/2021 14:30,1.65108824,19.1867712,36.22649819,31/45
SAVORY,10/24/2021 14:30,0.869957395,2.94514721,35.96531249,29/42
VIENTO,10/24/2021 14:30,8.922518718,3.130275129,29.06918881,31/46
PINE COVE,10/24/2021 14:30,4.401312246,7.583221842,37.36364752,27/44
GOLDSMITH,10/24/2021 14:30,1.61916702,0.376657778,32.30880465,31/45
AMETHYST,10/24/2021 14:30,1.548031875,0.698009351,33.11310393,31/46
GINGER,10/24/2021 14:30,2.415843423,2.308817961,35.88644609,28/40
SUTT,10/24/2021 14:30,4.547284433,6.808934618,29.57821879,31/46
FERRARA,10/24/2021 14:30,4.31600886,7.252518706,35.14246609,31/46
PHEASANT,10/24/2021 14:30,3.628147534,10.76722886,39.28942953,31/45
AMBERCREST,10/24/2021 14:30,0.421335128,8.798830449,35.59467184,31/44
BIANCO,10/24/2021 14:30,2.24308712,12.24903973,41.67218271,31/40
GUNSITE,10/24/2021 14:30,0.150618682,10.83400228,39.70079492,31/46
GREAT SALT,10/24/2021 14:30,1.035360871,0.8858677,28.25206013,29/42
OAK KNOLL,10/24/2021 14:30,2.797246653,4.24834783,30.27482839,31/46
RUSTIC,10/24/2021 14:30,7.916799881,18.63601015,46.05259924,31/46
JORDAN,10/24/2021 14:30,0.868383812,8.327045219,36.07130198,27/46
WINERY,10/24/2021 14:30,2.367273488,6.772216379,43.10771218,29/42
MODJESKA,10/24/2021 14:30,3.70630891,9.856079806,32.33517769,30/44
COVENTRY,10/24/2021 14:30,0.610807684,6.712649123,36.438306,31/46
STORES,10/24/2021 14:30,4.439925409,11.25942415,37.90731753,31/46
SANTORINI,10/24/2021 14:30,0.254452166,6.983361614,32.84697073,31/42
FLYING D,10/24/2021 14:30,4.556413945,11.48312305,36.05386529,31/46
DE MILLE,10/24/2021 14:30,1.342633662,0.038065654,31.68570166,31/46
CLUB OAKS,10/24/2021 14:30,1.836958965,0.985346657,33.16591049,31/46
NAPOLEON,10/24/2021 14:30,1.380306725,6.924958231,31.20691128,31/45
ANGUS,10/24/2021 14:30,2.137306645,27.78567298,44.15749181,31/46
RMV 1243,10/24/2021 14:30,4.940919955,10.34798618,33.47284991,31/46
SONOMA,10/24/2021 14:30,3.856447169,3.721785707,37.49946012,27/39
HONEYCRISP,10/24/2021 14:30,4.129380595,4.807454645,32.33048664,29/42
BLACKHILLS,10/24/2021 14:30,0.801798119,4.040384267,30.42069281,31/46
CAESAR,10/24/2021 14:30,7.08381981,12.77662628,41.70877145,31/45
RANKIN,10/24/2021 14:30,3.686627288,6.166691033,36.39041452,31/46
FLAKE,10/24/2021 14:30,8.553444406,6.603263007,30.24838694,28/36
PARINA,10/24/2021 14:30,7.997386236,8.323141777,29.83339562,28/36
DARTMOUTH,10/24/2021 14:30,4.294609634,1.436894565,27.12940375,31/45
TOGA,10/24/2021 14:30,1.111122916,7.620665958,37.37168342,31/41.7
CASSIDY,10/24/2021 14:30,2.307513875,2.248415958,32.48773811,31/46
STAR ROCK,10/24/2021 14:30,3.891006886,4.139561881,33.5489016,31/44
VIDEO,10/24/2021 14:30,12.40033956,3.081473795,28.42153026,28/45
FORTUNE,10/24/2021 14:30,1.762581591,28.59359253,43.38704826,31/45
FANO,10/24/2021 14:30,3.849753544,4.806148107,33.71778867,28/40
ZONE,10/24/2021 14:30,1.973835377,13.37999088,41.27858109,31/46
LOCKNER,10/24/2021 14:30,0.987310105,1.707995831,33.81473974,31/45
MARCUS,10/24/2021 14:30,4.365618029,4.433953588,39.53359746,31/46
ENCHANTED,10/24/2021 14:30,0.893279709,3.412457081,29.80985461,31/46
PYTHON,10/24/2021 14:30,3.07535033,12.07225647,40.7348626,31/46
PURCHASE,10/24/2021 14:30,4.403443518,3.990269177,30.01213201,31/46
GALENA,10/24/2021 14:30,1.042177087,9.143596453,37.40608144,31/46
LYONS,10/24/2021 14:30,8.58069174,5.832888489,29.96428828,31/46
CASTRO,10/24/2021 14:30,4.678071022,13.17683294,37.35832376,29/46
MACIEL,10/24/2021 14:30,0.005151133,5.471681765,35.19905961,28/42
GILMAN,10/24/2021 14:30,5.360467269,1.268702371,22.39705853,31/45
TANAGER,10/24/2021 14:30,9.85840103,5.176924534,32.11839361,30.67/44.07
CUTHBERT,10/24/2021 14:30,4.287631573,9.147673822,39.16713697,31/46
PLATEAU,10/24/2021 14:30,3.48010954,9.499539664,35.82563955,31/46
METTLER,10/24/2021 14:30,4.183737454,10.75851503,31.23871376,23/37
SNOW VALLEY,10/24/2021 14:30,3.273984256,6.814487879,32.66513597,31/46
CAMP BALDY,10/24/2021 14:30,0.978189744,4.060598164,35.30563581,31/46
TAIWAN,10/24/2021 14:30,2.74803728,18.04885427,44.58472956,31/46
VERA CRUZ,10/24/2021 14:30,4.332107899,1.867487554,24.80366026,28/42
BUCKNER,10/24/2021 14:30,0.920550242,2.438553624,34.13345411,31/45
REJADA,10/24/2021 14:30,2.057109926,16.13134106,34.8278509,31/46
GREEN RIVER,10/24/2021 14:30,0.039041238,1.126707277,35.29029167,30.55/39.5
BADGER,10/24/2021 14:30,2.300504382,0.169207379,34.62907007,31/46
CALSTATE,10/24/2021 14:30,2.602250085,1.281933836,30.15486546,31/46
GNATCATCHER,10/24/2021 14:30,1.520948061,17.98033009,40.76956457,31/46
ECHO,10/24/2021 14:30,3.642975932,0,35.48559536,31/46
JONAGOLD,10/24/2021 14:30,0.621624753,7.24709631,31.87474561,28/39
CALGROVE,10/24/2021 14:30,4.860355528,2.951105074,28.58006198,31/46
STRATHERN,10/24/2021 14:30,0.368867743,6.54118251,34.40431487,31/46
BOOTLEGGER,10/24/2021 14:30,6.732938386,0.036385287,34.3792119,31/46
BENCH,10/24/2021 14:30,0.508109851,12.92435104,40.49207524,29/42
FINGAL,10/24/2021 14:30,1.693844872,24.88704669,52.28981169,31/46
ANTON,10/24/2021 14:30,8.911724488,9.86474826,38.49270855,31/46
JEEP,10/24/2021 14:30,6.961743498,0.135777136,31.87364268,27/43
CABANA,10/24/2021 14:30,5.191534825,3.475134145,33.86714469,31/46
CORSAIR,10/24/2021 14:30,0.489432361,10.57420638,38.37700141,30/42
RACER,10/24/2021 14:30,5.748107347,3.889327659,32.51115012,31/46
CAIN RANCH,10/24/2021 14:30,1.093629232,1.295823113,24.99249218,31/46
TAPO,10/24/2021 14:30,0,4.861309991,36.23195361,31/46
CANEBRAKE,10/24/2021 14:30,0.966015954,5.737903633,34.14545606,31/46
SAGINAW,10/24/2021 14:30,0.543433106,10.08709964,36.7444692,24/40
WOBEGONE,10/24/2021 14:30,3.15932912,6.81502681,37.3622386,28/40
BING,10/24/2021 14:30,8.905158307,10.97217104,37.37943363,31/45
RED BOX,10/24/2021 14:30,5.800923545,10.74280349,38.9713019,31/46
FROZEN,10/24/2021 14:30,3.050182119,0.883964505,31.45638926,31/46
DIAMONDBACK,10/24/2021 14:30,0.894876518,8.771849091,35.69450405,31/42
ACCENT,10/24/2021 14:30,12.22458577,5.905720057,34.03773189,27/38
TAGGERT,10/24/2021 14:30,6.332622804,5.887189464,30.81007717,31/46
SOGGY,10/24/2021 14:30,4.702046366,11.84152748,35.55353114,28/40
DUKE,10/24/2021 14:30,2.65900555,1.742545516,32.39576367,30/46
TUFA,10/24/2021 14:30,8.98363851,22.58298812,45.86316623,31/46
STEEL,10/24/2021 14:30,8.0603348,10.06871195,34.75581836,30/43
MORGANSTEIN,10/24/2021 14:30,6.713415331,16.79786864,41.17477455,31/46
DYSART,10/24/2021 14:30,12.88459708,3.892095704,39.06134957,31/46
ROUNDEL,10/24/2021 14:30,4.837951911,28.18821063,49.30232374,31/44
BONNEVILLE,10/24/2021 14:30,0.244037199,0,27.08829567,28/40
COBRA,10/24/2021 14:30,1.572678173,4.934945501,34.00022363,31/42
GRAPEVINE PEAK,10/24/2021 14:30,2.495056691,2.512192304,31.95218122,31/46
PETIT,10/24/2021 14:30,4.872940007,19.03432292,43.40761202,31/46
OLIVER,10/24/2021 14:30,2.198686267,10.22649711,38.02087636,29/42
KINSEY,10/24/2021 14:30,6.895370391,4.67398758,28.60821528,31/46
EASTER,10/24/2021 14:30,1.320218022,19.1820706,42.52878558,29/41
CUDDEBACK,10/24/2021 14:30,0.755364853,2.121802656,32.1700813,23/37
TWIN LAKES,10/24/2021 14:30,0.203897003,8.806126405,32.6588111,31/45
VERDEMONT,10/24/2021 14:30,5.400426629,12.74651729,33.6938538,31/46
GABBERT,10/24/2021 14:30,5.322387182,4.009595837,39.57135676,31/46
COLLINS,10/24/2021 14:30,1.701760541,1.358259496,31.82902447,31/43
ENERGY,10/24/2021 14:30,4.559735414,19.36094349,37.37411555,31/46
SAUNDERS,10/24/2021 14:30,4.470474377,12.33969695,33.67099487,27/44
IMPALA,10/24/2021 14:30,2.397876678,4.060724195,38.04469968,31/46
SCHMIDT,10/24/2021 14:30,0.398905963,12.7202207,38.63427571,31/44
PICK,10/24/2021 14:30,2.936139371,13.60773379,35.50990395,31/46
ROS,10/24/2021 14:30,0.425811325,0.328591151,26.61031588,27/39
ACOSTA,10/24/2021 14:30,3.556724211,16.6393219,38.42303949,31/46
JULIUS,10/24/2021 14:30,5.206659803,1.016458093,33.58572703,31/46
ATENTO,10/24/2021 14:30,0.906059909,0.013540869,26.27510258,31/46
THACHER,10/24/2021 14:30,0.103796202,10.83231523,30.70537466,29/46
CLARINET,10/24/2021 14:30,1.934671551,12.78535581,36.12115228,31/46
STUBBY,10/24/2021 14:30,4.38674672,6.657019108,33.43911482,31/46
STAGHORN,10/24/2021 14:30,1.484157197,4.213817359,28.84190411,31/46
HILLCREST,10/24/2021 14:30,5.097832353,13.31093642,35.36745328,31/45
STEARNS,10/24/2021 14:30,0.244079055,14.51285122,36.95774071,31/46
PYLE,10/24/2021 14:30,3.764757692,7.214969713,38.3017524,28/44
BIRCHIM,10/24/2021 14:30,9.354216019,1.980695809,30.46738055,31/46
ERRINGER,10/24/2021 14:30,0.892742846,2.151024498,37.67839845,31/45
TIMBER CANYON,10/24/2021 14:30,10.85779032,1.549908755,33.2385519,31/46
LOUCKS,10/24/2021 14:30,3.63974072,12.5259692,39.11554713,31/46
BALCOM,10/24/2021 14:30,3.890566607,11.34944531,38.8185342,31/46
VETERANS,10/24/2021 14:30,0.752195615,10.70111221,33.41886769,31/46
ANACONDA,10/24/2021 14:30,5.228371794,6.187693105,31.0456761,31/42
CARMELITA,10/24/2021 14:30,0.534557234,10.73695542,36.61706495,31/46
REVERSE PEAK,10/24/2021 14:30,0.683286552,3.966193903,30.62855796,31/46
TUBA,10/24/2021 14:30,7.898959179,14.18589669,40.24718815,31/46
BOUQUET,10/24/2021 14:30,0.10573473,13.70495437,39.01164714,31/46
HILLFIELD,10/24/2021 14:30,6.912694364,6.737721629,34.55377693,31/46
RANIER,10/24/2021 14:30,3.097005024,9.741809386,31.83842756,31/45
MORELLO,10/24/2021 14:30,4.796148919,15.11081303,40.88517178,31/45
RICARDO,10/24/2021 14:30,1.853573894,6.403366151,35.0802939,31/46
BIG ROCK,10/24/2021 14:30,1.476967321,1.80282049,30.23864708,31/46
RAINBOW,10/24/2021 14:30,7.686908422,11.60307408,38.80675521,31/46
WHITECLIFF,10/24/2021 14:30,5.595026034,4.887946374,32.68479257,31/46
GUITAR,10/24/2021 14:30,1.160569662,7.338379217,35.41417184,31/46
SWEETWATER,10/24/2021 14:30,0,2.700103034,31.92255135,31/46
ALOLA #2,10/24/2021 14:30,2.979934529,6.81178424,39.62270552,31/44
VARGAS,10/24/2021 14:30,1.793506183,12.19294283,33.26062016,31/46
PASCAL,10/24/2021 14:30,4.470010642,0.301090849,27.3493197,31/44
SAND CANYON,10/24/2021 14:30,5.094367217,0,29.06150369,31/46
MIDDLE ROAD,10/24/2021 14:30,1.472878774,15.95701236,37.20110691,26/42
ROSA,10/24/2021 14:30,5.749637737,1.143731626,30.86305202,31/46
NORTHPARK,10/24/2021 14:30,0.547682879,5.389655412,32.32396652,31/46
LARCH,10/24/2021 14:30,3.154819295,2.381315039,35.11965031,31/46
AVANTI,10/24/2021 14:30,7.348670401,4.278754861,35.53587123,31/46
OAK GLEN,10/24/2021 14:30,1.773915644,10.47382617,33.50083079,27/41
BUCKHORN,10/24/2021 14:30,4.940536019,7.798226145,35.76725174,31/46
BEAR VALLEY,10/24/2021 14:30,0.904663655,0.681149326,30.51658204,18/29
EVERETT,10/24/2021 14:30,5.28065338,26.25929259,48.26257962,31/46
CHAWA,10/24/2021 14:30,0.328507652,11.0738724,36.89517872,31/46
CONDOR,10/24/2021 14:30,1.639063325,10.06007492,35.40138304,31/46
FOOTHILL,10/24/2021 14:30,0.070601942,2.064079616,31.70172119,26/36
CONINE,10/24/2021 14:30,6.119081176,7.615018961,32.09327863,28/40
MOCCASIN,10/24/2021 14:30,0.391861657,0.631763227,33.23136842,31/46
LAZARO,10/24/2021 14:30,8.144559356,12.13706564,40.21168024,28/40
NAPA,10/24/2021 14:30,2.7028893,7.903213102,38.32236303,28/39
TAHQUITZ,10/24/2021 14:30,5.269128803,2.930204972,32.83601804,31/46
DONLON,10/24/2021 14:30,1.968906367,10.95510352,40.4744549,31/46
GLASSCOCK,10/24/2021 14:30,4.748271737,6.324509217,31.46837688,31/45
SADDLEBACK,10/24/2021 14:30,3.781919022,14.07889479,36.97281794,31/46
SHOVEL,10/24/2021 14:30,0.575798932,8.679598124,33.88421999,25/40
LAUDA,10/24/2021 14:30,0.40208643,3.993152338,32.62828386,31/45
BELPAC,10/24/2021 14:30,1.54982278,0,32.53662083,31/42.42
DAVENPORT,10/24/2021 14:30,3.222145333,1.690282211,25.99941838,31/46
HAMPSHIRE,10/24/2021 14:30,3.794195486,7.326311419,41.65578721,31/45
PATRICIA,10/24/2021 14:30,5.178510414,11.97598867,36.98565105,31/46
ICEHOUSE,10/24/2021 14:30,7.982424253,1.060869703,34.57378247,31/46
ZENDA,10/24/2021 14:30,0.280132954,12.72393264,39.35710293,31/46
EASTER,10/24/2021 14:40,1.481318623,19.43388105,40.73620297,29/41
JORDAN,10/24/2021 14:40,1.485103559,7.877379781,31.8239429,27/46
CLARINET,10/24/2021 14:40,1.635861299,12.8589536,38.03298935,31/46
STORES,10/24/2021 14:40,4.117194386,11.70976286,40.07671713,31/46
BIG ROCK,10/24/2021 14:40,1.256545089,1.751304413,31.43860382,31/46
SWEETWATER,10/24/2021 14:40,0,1.933890574,29.97055501,31/46
SAGINAW,10/24/2021 14:40,0.679852906,10.01451788,35.57931338,24/40
STUBBY,10/24/2021 14:40,4.315041736,7.797285234,32.52454564,31/46
PYTHON,10/24/2021 14:40,3.758543,12.65588089,37.48698933,31/46
CASTRO,10/24/2021 14:40,4.585913614,12.87334589,42.50798774,29/46
TAHQUITZ,10/24/2021 14:40,4.512395414,2.338313063,29.15926993,31/46
LARCH,10/24/2021 14:40,3.094657222,4.264679521,29.4432546,31/46
OAK GLEN,10/24/2021 14:40,1.733645567,10.628547,39.36574316,27/41
PLATEAU,10/24/2021 14:40,2.977890595,10.17575723,32.8426597,31/46
NAPOLEON,10/24/2021 14:40,1.425438601,6.489696181,31.00619578,31/45
BIRCHIM,10/24/2021 14:40,9.456478694,2.669070833,31.05265018,31/46
GREAT SALT,10/24/2021 14:40,0.907205071,1.095761536,26.62420991,29/42
LOUCKS,10/24/2021 14:40,3.921263336,11.4328459,38.80661109,31/46
VETERANS,10/24/2021 14:40,0.809280391,9.986275645,30.18955982,31/46
COVENTRY,10/24/2021 14:40,0.333265154,7.094735432,34.24840948,31/46
BEAR VALLEY,10/24/2021 14:40,0.995419092,1.508422452,32.67839596,18/29
BIANCO,10/24/2021 14:40,3.039307562,10.97172582,34.42738302,31/40
SADDLEBACK,10/24/2021 14:40,3.750103101,14.38420377,37.21139209,31/46
CABANA,10/24/2021 14:40,5.058692981,2.457667367,28.54959435,31/46
SNOW VALLEY,10/24/2021 14:40,3.267417839,7.101590326,34.02411516,31/46
GUNSITE,10/24/2021 14:40,0.077116701,10.59605259,40.63227736,31/46
ICE HOUSE,10/24/2021 14:40,3.517225599,11.44074169,34.3998206,31/46
FLYING D,10/24/2021 14:40,4.616104354,11.59851095,35.74429284,31/46
BLUE CUT,10/24/2021 14:40,3.545189626,0.745990924,33.36367486,31/46
ICEHOUSE,10/24/2021 14:40,8.683753392,0,35.79591545,31/46
ERRINGER,10/24/2021 14:40,0.416838316,2.943099847,28.11533244,31/45
TUBA,10/24/2021 14:40,7.267684177,13.72591569,33.53089785,31/46
NAPA,10/24/2021 14:40,2.558829064,8.376789585,38.32948173,28/39
THACHER,10/24/2021 14:40,0,9.994660878,38.67853976,29/46
CARMELITA,10/24/2021 14:40,0.830538319,10.68397494,32.70007224,31/46
ACOSTA,10/24/2021 14:40,3.713841989,16.07087056,41.12837494,31/46
SHOVEL,10/24/2021 14:40,0.464224398,9.201666072,40.29577777,25/40
RACER,10/24/2021 14:40,5.831553764,4.832438652,34.64200241,31/46
LANGER,10/24/2021 14:40,4.489029931,3.176759425,30.05029829,31/45
IMPALA,10/24/2021 14:40,2.722873649,4.842059818,35.85291098,31/46
GREEN RIVER,10/24/2021 14:40,0.094933378,1.530239061,28.9385873,30.55/39.5
CUDDEBACK,10/24/2021 14:40,1.120589611,0.748461835,25.31143553,23/37
BENCH,10/24/2021 14:40,1.075028388,12.98290719,38.1552839,29/42
PICK,10/24/2021 14:40,3.080025417,12.48251712,34.29441647,31/46
TWIN LAKES,10/24/2021 14:40,0,10.64853269,32.37902514,31/45
VERDEMONT,10/24/2021 14:40,5.247270138,12.23808098,40.33974682,31/46
PINE COVE,10/24/2021 14:40,4.327495842,7.199622028,35.33793113,27/44
RUSTIC,10/24/2021 14:40,7.551293441,16.86736811,43.68843802,31/46
PATRICIA,10/24/2021 14:40,5.356485319,12.13997257,36.13329936,31/46
CALSTATE,10/24/2021 14:40,2.164341519,0.337310448,35.14145915,31/46
CALGROVE,10/24/2021 14:40,4.392907573,3.809596858,34.1424867,31/46
ENERGY,10/24/2021 14:40,4.29364838,19.23795283,43.35333815,31/46
STAR ROCK,10/24/2021 14:40,4.336592261,2.960599668,32.71540937,31/44
SAVORY,10/24/2021 14:40,0.682680672,2.974734988,29.70203367,29/42
ROS,10/24/2021 14:40,0.271075117,0,29.33217998,27/39
CONDOR,10/24/2021 14:40,1.631208529,10.97490629,32.45929227,31/46
CORSAIR,10/24/2021 14:40,0.755500074,10.06482232,35.75199398,30/42
RICARDO,10/24/2021 14:40,1.529815822,6.177763145,34.71975656,31/46
VERA CRUZ,10/24/2021 14:40,4.530566212,0.860079144,26.41415982,28/42
CUTHBERT,10/24/2021 14:40,4.17228658,9.399821764,36.52197241,31/46
VARGAS,10/24/2021 14:40,1.662674807,13.46334842,33.54994925,31/46
PETIT,10/24/2021 14:40,4.521273914,19.81712686,36.92725131,31/46
PARINA,10/24/2021 14:40,7.545565141,6.492910318,33.76512345,28/36
SAND CANYON,10/24/2021 14:40,5.700482051,0.257932962,34.63407425,31/46
PHEASANT,10/24/2021 14:40,3.666143667,11.27452727,37.65717494,31/45
DUKE,10/24/2021 14:40,2.699423673,2.404903873,32.59720182,30/46
VIDEO,10/24/2021 14:40,12.86412057,2.152433045,30.44278748,28/45
LOPEZ,10/24/2021 14:40,1.140356364,0,28.68269513,31/46
FORTUNE,10/24/2021 14:40,1.766968013,28.97347529,45.17751933,31/45
MORGANSTEIN,10/24/2021 14:40,6.95107043,16.46645967,41.22590624,31/46
BUCKHORN,10/24/2021 14:40,4.980483927,7.526463969,28.80787489,31/46
BADGER,10/24/2021 14:40,2.218502873,1.042060877,31.51431367,31/46
TOWNSHIP,10/24/2021 14:40,2.966009098,4.439840118,34.00919691,31/45
BONNEVILLE,10/24/2021 14:40,0,0,30.55075216,28/40
ESTABAN,10/24/2021 14:40,1.966364045,18.31303119,45.68920197,31/45
COBRA,10/24/2021 14:40,1.725393922,2.667479614,32.8213281,31/42
GRAPEVINE PEAK,10/24/2021 14:40,2.651982287,2.070226951,32.71601924,31/46
PURCHASE,10/24/2021 14:40,4.309674709,3.915148915,33.34185516,31/46
SONOMA,10/24/2021 14:40,4.16081987,4.152829213,26.21837995,27/39
AMBERCREST,10/24/2021 14:40,0.381659432,8.602918992,33.27453282,31/44
ZENDA,10/24/2021 14:40,0.382183641,12.39225808,38.9411798,31/46
ANGUS,10/24/2021 14:40,1.90404831,28.00828378,45.01250352,31/46
RANKIN,10/24/2021 14:40,3.589231502,6.210954367,32.7510852,31/46
PYLE,10/24/2021 14:40,3.369732331,8.328163466,37.2125574,28/44
TIMBER CANYON,10/24/2021 14:40,10.48005328,1.648099109,30.32477006,31/46
SUTT,10/24/2021 14:40,4.546992556,5.899920563,31.52978775,31/46
MOCCASIN,10/24/2021 14:40,0.288706164,0.260131261,25.1574945,31/46
CHAWA,10/24/2021 14:40,0.331132808,9.959704234,32.35415334,31/46
GOWAN,10/24/2021 14:40,6.142726828,7.499049353,35.56301956,31/46
FLAKE,10/24/2021 14:40,8.822847888,6.563130295,27.2072778,28/36
ARLENE,10/24/2021 14:40,0,5.285096766,37.10751969,31/46
BELPAC,10/24/2021 14:40,2.101281414,0,27.51475777,31/42.42
HAMPSHIRE,10/24/2021 14:40,3.90244504,7.39922679,32.90813327,31/45
VIENTO,10/24/2021 14:40,8.967056242,4.315405971,35.89221209,31/46
PASCAL,10/24/2021 14:40,4.766301872,0,34.93351531,31/44
TOGA,10/24/2021 14:40,1.521867951,8.458790307,33.72927592,31/41.7
JULIUS,10/24/2021 14:40,4.64368586,0,31.30921382,31/46
LYONS,10/24/2021 14:40,9.10656108,4.946544015,32.27074132,31/46
DARTMOUTH,10/24/2021 14:40,4.855752209,2.252246923,36.15626836,31/45
BLACKHILLS,10/24/2021 14:40,0.787211076,5.297477108,36.00100907,31/46
MODJESKA,10/24/2021 14:40,3.53439369,9.890724174,39.59125568,30/44
REVERSE PEAK,10/24/2021 14:40,0.802443996,4.369437763,37.93955847,31/46
BOUQUET,10/24/2021 14:40,0,13.23186942,40.27972946,31/46
DE MILLE,10/24/2021 14:40,1.11791816,0,31.9847322,31/46
ANTON,10/24/2021 14:40,8.407713105,9.659121721,36.61645557,31/46
MORELLO,10/24/2021 14:40,5.047922573,16.64611721,38.41086327,31/45
TAPO,10/24/2021 14:40,0.427224943,4.282753382,25.96469605,31/46
SCHMIDT,10/24/2021 14:40,0.776234218,11.88570942,38.3483071,31/44
ROUNDEL,10/24/2021 14:40,4.569096724,28.12477576,45.68430499,31/44
CLUB OAKS,10/24/2021 14:40,1.815159335,0,27.27171825,31/46
ACCENT,10/24/2021 14:40,12.19081774,5.163604599,29.53024183,27/38
LAZARO,10/24/2021 14:40,8.393641062,12.25776974,38.08621798,28/40
EVERETT,10/24/2021 14:40,5.070820567,25.74541971,48.68305332,31/46
ANACONDA,10/24/2021 14:40,5.394754653,5.974843096,37.17837611,31/42
DAVENPORT,10/24/2021 14:40,2.932297361,3.641380657,35.79824466,31/46
NORTHPARK,10/24/2021 14:40,0.620906942,4.658747278,31.45175415,31/46
HILLCREST,10/24/2021 14:40,5.299936392,12.93448253,34.54768566,31/45
RANIER,10/24/2021 14:40,3.782742785,9.117969929,36.99968505,31/45
GUITAR,10/24/2021 14:40,1.6361594,6.080103199,34.68906385,31/46
FOOTHILL,10/24/2021 14:40,0,2.550309045,34.31415755,26/36
FROZEN,10/24/2021 14:40,3.596436515,0.424473496,28.08936678,31/46
LAUDA,10/24/2021 14:40,0.363221957,4.280568815,38.04229347,31/45
STEARNS,10/24/2021 14:40,0,14.00702018,40.95088721,31/46
RED BOX,10/24/2021 14:40,5.072090806,10.72555226,38.20073104,31/46
DONLON,10/24/2021 14:40,1.816119604,10.20665213,32.92863675,31/46
TUFA,10/24/2021 14:40,8.219250382,24.25309389,47.76774714,31/46
OAK KNOLL,10/24/2021 14:40,2.682542224,3.696445039,31.27202843,31/46
GLASSCOCK,10/24/2021 14:40,4.629408331,6.796639736,29.48722608,31/45
CONINE,10/24/2021 14:40,6.127878753,7.950400353,36.02501848,28/40
AVANTI,10/24/2021 14:40,7.337091282,2.969212233,23.66670731,31/46
WINERY,10/24/2021 14:40,2.563167257,6.760990061,32.29141641,29/42
KINSEY,10/24/2021 14:40,6.99485976,4.755825209,30.27960483,31/46
SANTORINI,10/24/2021 14:40,0,6.984844071,33.65816426,31/42
STAGHORN,10/24/2021 14:40,2.030725088,4.344243091,40.05225447,31/46
GABBERT,10/24/2021 14:40,4.755829027,4.115426222,31.44766346,31/46
TAGGERT,10/24/2021 14:40,6.385121159,5.538434228,34.27879814,31/46
WOBEGONE,10/24/2021 14:40,2.445494602,5.099212553,34.35263732,28/40
BOOTLEGGER,10/24/2021 14:40,6.525524694,0,29.22998652,31/46
GILMAN,10/24/2021 14:40,4.985377633,0,33.67715519,31/45
GALENA,10/24/2021 14:40,1.051601795,8.417081006,42.81988679,31/46
SAUNDERS,10/24/2021 14:40,4.564997742,10.62959156,36.29762,27/44
TANAGER,10/24/2021 14:40,10.03105166,6.029963574,34.63888533,30.67/44.07
CAMP BALDY,10/24/2021 14:40,0.945789679,3.047231178,30.64531662,31/46
